handle,title,description,price,category,subcategory,location,mainImage,additionalImages
clothing-mens-clothing-10,Men's Outfit,Complete men's outfit in very good condition. Minor wear consistent with normal use. Clean and ready to wear.,85.00,clothing,mens-clothing,Ajman,https://placehold.co/800x800/EA580C/FFFFFF?text=Men's%20outfit,
clothing-womens-clothing-1,Women's Dress,"Elegant women's dress in excellent condition. Clean, no stains or damage. Size as listed.",445.00,clothing,womens-clothing,Sharjah,https://placehold.co/800x800/059669/FFFFFF?text=Women's%20dress,
clothing-womens-clothing-2,Women's Blouse,"Women's blouse in great condition. Gently used, no visible wear. Perfect fit.",77.00,clothing,womens-clothing,Ajman,https://placehold.co/800x800/4F46E5/FFFFFF?text=Women's%20blouse,
clothing-womens-clothing-3,Women's Jeans,"Women's jeans in excellent condition. Clean, no stains or damage. Size as listed.",530.00,clothing,womens-clothing,RAK,https://placehold.co/800x800/7C3AED/FFFFFF?text=Women's%20jeans,
clothing-womens-clothing-4,Women's Skirt,"Women's skirt in excellent condition. Clean, no stains or damage. Size as listed.",270.00,clothing,womens-clothing,Abu Dhabi,https://placehold.co/800x800/DC2626/FFFFFF?text=Women's%20skirt,
clothing-womens-clothing-5,Women's Jacket,"Women's jacket. Like new, barely worn. High-quality fabric, well-maintained.",345.00,clothing,womens-clothing,Dubai,https://placehold.co/800x800/EA580C/FFFFFF?text=Women's%20jacket,
clothing-womens-clothing-6,Women's Top,"Women's top in great condition. Gently used, no visible wear. Perfect fit.",158.00,clothing,womens-clothing,Sharjah,https://placehold.co/800x800/059669/FFFFFF?text=Women's%20top,
clothing-womens-clothing-7,Women's Pants,"Women's pants. Like new, barely worn. High-quality fabric, well-maintained.",442.00,clothing,womens-clothing,RAK,https://placehold.co/800x800/4F46E5/FFFFFF?text=Women's%20pants,
clothing-womens-clothing-8,Women's Blazer,Women's blazer in very good condition. Minor wear consistent with normal use. Clean and ready to wear.,590.00,clothing,womens-clothing,Sharjah,https://placehold.co/800x800/7C3AED/FFFFFF?text=Women's%20blazer,
clothing-womens-clothing-9,Women's Outfit,"Complete women's outfit. Like new, barely worn. High-quality fabric, well-maintained.",197.00,clothing,womens-clothing,Sharjah,https://placehold.co/800x800/DC2626/FFFFFF?text=Women's%20outfit,
clothing-womens-clothing-10,Women's Set,"Women's clothing set in great condition. Gently used, no visible wear. Perfect fit.",300.00,clothing,womens-clothing,Abu Dhabi,https://placehold.co/800x800/EA580C/FFFFFF?text=Women's,
clothing-kids-clothing-1,Kids T-Shirt,"Kids t-shirt in excellent condition. Clean, no stains or damage. Size as listed.",34.00,clothing,kids-clothing,Sharjah,https://placehold.co/800x800/059669/FFFFFF?text=Kids%20t-shirt,
clothing-kids-clothing-2,Kids Jeans,Kids jeans in very good condition. Minor wear consistent with normal use. Clean and ready to wear.,39.00,clothing,kids-clothing,Sharjah,https://placehold.co/800x800/4F46E5/FFFFFF?text=Kids%20jeans,
clothing-kids-clothing-3,Kids Dress,"Kids dress in excellent condition. Clean, no stains or damage. Size as listed.",108.00,clothing,kids-clothing,Abu Dhabi,https://placehold.co/800x800/7C3AED/FFFFFF?text=Kids%20dress,
clothing-kids-clothing-4,Kids Shorts,"Kids shorts. Like new, barely worn. High-quality fabric, well-maintained.",65.00,clothing,kids-clothing,RAK,https://placehold.co/800x800/DC2626/FFFFFF?text=Kids%20shorts,
clothing-kids-clothing-5,Kids Jacket,Kids jacket in very good condition. Minor wear consistent with normal use. Clean and ready to wear.,146.00,clothing,kids-clothing,Sharjah,https://placehold.co/800x800/EA580C/FFFFFF?text=Kids%20jacket,
clothing-kids-clothing-6,Kids Outfit,"Complete kids outfit. Excellent quality, excellent condition. No defects or damage.",160.00,clothing,kids-clothing,RAK,https://placehold.co/800x800/059669/FFFFFF?text=Kids%20outfit,
clothing-kids-clothing-7,Kids Set,"Kids clothing set in excellent condition. Clean, no stains or damage. Size as listed.",188.00,clothing,kids-clothing,Sharjah,https://placehold.co/800x800/4F46E5/FFFFFF?text=Kids,
clothing-kids-clothing-8,Kids Pajamas,"Kids pajamas. Like new, barely worn. High-quality fabric, well-maintained.",90.00,clothing,kids-clothing,Dubai,https://placehold.co/800x800/7C3AED/FFFFFF?text=Kids%20pajamas,
clothing-kids-clothing-9,Kids Swimwear,"Kids swimwear in excellent condition. Clean, no stains or damage. Size as listed.",60.00,clothing,kids-clothing,Abu Dhabi,https://placehold.co/800x800/DC2626/FFFFFF?text=Kids%20swimwear,
clothing-kids-clothing-10,Kids Clothing,"Kids clothing in great condition. Gently used, no visible wear. Perfect fit.",118.00,clothing,kids-clothing,Ajman,https://placehold.co/800x800/EA580C/FFFFFF?text=Kids%20clothing,
clothing-shoes-1,Running Shoes,"Professional running shoes. Excellent quality, excellent condition. No defects or damage.",324.00,clothing,shoes,RAK,https://placehold.co/800x800/059669/FFFFFF?text=Running%20shoes,
clothing-shoes-2,Casual Shoes,"Casual everyday shoes. Like new, barely worn. High-quality fabric, well-maintained.",93.00,clothing,shoes,Dubai,https://placehold.co/800x800/4F46E5/FFFFFF?text=Casual%20shoes,
clothing-shoes-3,Dress Shoes,"Dress shoes in great condition. Gently used, no visible wear. Perfect fit.",139.00,clothing,shoes,Ajman,https://placehold.co/800x800/7C3AED/FFFFFF?text=Dress%20shoes,
clothing-shoes-4,Sneakers,Sneakers in very good condition. Minor wear consistent with normal use. Clean and ready to wear.,293.00,clothing,shoes,Dubai,https://placehold.co/800x800/DC2626/FFFFFF?text=Sneakers,
clothing-shoes-5,Boots,"Boots. Excellent quality, excellent condition. No defects or damage.",397.00,clothing,shoes,Ajman,https://placehold.co/800x800/EA580C/FFFFFF?text=Boots,
clothing-shoes-6,Sandals,"Sandals. Excellent quality, excellent condition. No defects or damage.",257.00,clothing,shoes,Sharjah,https://placehold.co/800x800/059669/FFFFFF?text=Sandals,
clothing-shoes-7,Slippers,"Comfortable slippers in excellent condition. Clean, no stains or damage. Size as listed.",340.00,clothing,shoes,RAK,https://placehold.co/800x800/4F46E5/FFFFFF?text=Slippers,
clothing-shoes-8,High Heels,"High heel shoes. Like new, barely worn. High-quality fabric, well-maintained.",165.00,clothing,shoes,Abu Dhabi,https://placehold.co/800x800/7C3AED/FFFFFF?text=High%20heels,
clothing-shoes-9,Flats,"Flat shoes in excellent condition. Clean, no stains or damage. Size as listed.",182.00,clothing,shoes,Dubai,https://placehold.co/800x800/DC2626/FFFFFF?text=Flats,
clothing-shoes-10,Athletic Shoes,"Athletic shoes in excellent condition. Clean, no stains or damage. Size as listed.",78.00,clothing,shoes,Dubai,https://placehold.co/800x800/EA580C/FFFFFF?text=Athletic%20shoes,
clothing-accessories-1,Handbag,"Designer handbag. Like new, barely worn. High-quality fabric, well-maintained.",182.00,clothing,accessories,Abu Dhabi,https://placehold.co/800x800/059669/FFFFFF?text=Handbag,
clothing-accessories-2,Backpack,"Backpack in great condition. Gently used, no visible wear. Perfect fit.",186.00,clothing,accessories,RAK,https://placehold.co/800x800/4F46E5/FFFFFF?text=Backpack,
clothing-accessories-3,Wallet,"Leather wallet in great condition. Gently used, no visible wear. Perfect fit.",31.00,clothing,accessories,Ajman,https://placehold.co/800x800/7C3AED/FFFFFF?text=Wallet,
clothing-accessories-4,Belt,Leather belt in very good condition. Minor wear consistent with normal use. Clean and ready to wear.,147.00,clothing,accessories,Sharjah,https://placehold.co/800x800/DC2626/FFFFFF?text=Belt,
clothing-accessories-5,Scarf,"Scarf. Like new, barely worn. High-quality fabric, well-maintained.",226.00,clothing,accessories,Dubai,https://placehold.co/800x800/EA580C/FFFFFF?text=Scarf,
clothing-accessories-6,Hat,"Hat in great condition. Gently used, no visible wear. Perfect fit.",260.00,clothing,accessories,Dubai,https://placehold.co/800x800/059669/FFFFFF?text=Hat,
clothing-accessories-7,Sunglasses,Sunglasses in very good condition. Minor wear consistent with normal use. Clean and ready to wear.,275.00,clothing,accessories,RAK,https://placehold.co/800x800/4F46E5/FFFFFF?text=Sunglasses,
clothing-accessories-8,Watch,"Watch. Like new, barely worn. High-quality fabric, well-maintained.",38.00,clothing,accessories,Sharjah,https://placehold.co/800x800/7C3AED/FFFFFF?text=Watch,
clothing-accessories-9,Jewelry,"Jewelry. Like new, barely worn. High-quality fabric, well-maintained.",203.00,clothing,accessories,Dubai,https://placehold.co/800x800/DC2626/FFFFFF?text=Jewelry,
clothing-accessories-10,Accessories Set,"Accessories set in excellent condition. Clean, no stains or damage. Size as listed.",155.00,clothing,accessories,Sharjah,https://placehold.co/800x800/EA580C/FFFFFF?text=Accessories,
clothing-bags-luggage-1,Travel Suitcase,"Travel suitcase. Like new, barely worn. High-quality fabric, well-maintained.",82.00,clothing,bags-luggage,Ajman,https://placehold.co/800x800/059669/FFFFFF?text=Travel%20suitcase,
clothing-bags-luggage-2,Carry-On Bag,"Carry-on luggage. Excellent quality, excellent condition. No defects or damage.",477.00,clothing,bags-luggage,Abu Dhabi,https://placehold.co/800x800/4F46E5/FFFFFF?text=Carry-on%20bag,
clothing-bags-luggage-3,Backpack,"Backpack in excellent condition. Clean, no stains or damage. Size as listed.",366.00,clothing,bags-luggage,Abu Dhabi,https://placehold.co/800x800/7C3AED/FFFFFF?text=Backpack,
clothing-bags-luggage-4,Duffel Bag,"Duffel bag. Excellent quality, excellent condition. No defects or damage.",317.00,clothing,bags-luggage,Sharjah,https://placehold.co/800x800/DC2626/FFFFFF?text=Duffel%20bag,
clothing-bags-luggage-5,Tote Bag,"Tote bag in excellent condition. Clean, no stains or damage. Size as listed.",103.00,clothing,bags-luggage,RAK,https://placehold.co/800x800/EA580C/FFFFFF?text=Tote%20bag,
clothing-bags-luggage-6,Messenger Bag,"Messenger bag in excellent condition. Clean, no stains or damage. Size as listed.",368.00,clothing,bags-luggage,Abu Dhabi,https://placehold.co/800x800/059669/FFFFFF?text=Messenger%20bag,
clothing-bags-luggage-7,Laptop Bag,"Laptop bag in great condition. Gently used, no visible wear. Perfect fit.",313.00,clothing,bags-luggage,Dubai,https://placehold.co/800x800/4F46E5/FFFFFF?text=Laptop%20bag,
clothing-bags-luggage-8,Gym Bag,Gym bag in very good condition. Minor wear consistent with normal use. Clean and ready to wear.,369.00,clothing,bags-luggage,Abu Dhabi,https://placehold.co/800x800/7C3AED/FFFFFF?text=Gym%20bag,
clothing-bags-luggage-9,Travel Set,"Travel bag set. Excellent quality, excellent condition. No defects or damage.",418.00,clothing,bags-luggage,Ajman,https://placehold.co/800x800/DC2626/FFFFFF?text=Travel,
clothing-bags-luggage-10,Luggage Set,"Luggage set in excellent condition. Clean, no stains or damage. Size as listed.",294.00,clothing,bags-luggage,Sharjah,https://placehold.co/800x800/EA580C/FFFFFF?text=Luggage,
electronics-mobile-phones-1,iPhone,Latest iPhone model in excellent working condition. All features tested and working perfectly. Includes original box and accessories.,2020.00,electronics,mobile-phones,RAK,https://placehold.co/800x800/059669/FFFFFF?text=Iphone,
electronics-mobile-phones-2,Samsung Phone,"Samsung smartphone. Excellent condition, well-maintained. Includes charger, cables, and original documentation.",328.00,electronics,mobile-phones,Sharjah,https://placehold.co/800x800/4F46E5/FFFFFF?text=Samsung%20phone,
electronics-mobile-phones-3,Smartphone,Smartphone in excellent working condition. All features tested and working perfectly. Includes original box and accessories.,613.00,electronics,mobile-phones,Sharjah,https://placehold.co/800x800/7C3AED/FFFFFF?text=Smartphone,
electronics-mobile-phones-4,Mobile Phone,Mobile phone in very good condition. Minor cosmetic wear but fully functional. Great value for money.,2285.00,electronics,mobile-phones,Abu Dhabi,https://placehold.co/800x800/DC2626/FFFFFF?text=Mobile%20phone,
electronics-mobile-phones-5,Android Phone,"Android phone. Like new condition, barely used. Full warranty remaining. All original packaging included.",2745.00,electronics,mobile-phones,RAK,https://placehold.co/800x800/EA580C/FFFFFF?text=Android%20phone,
electronics-mobile-phones-6,Refurbished Phone,Refurbished phone in excellent working condition. All features tested and working perfectly. Includes original box and accessories.,2883.00,electronics,mobile-phones,RAK,https://placehold.co/800x800/059669/FFFFFF?text=Refurbished%20phone,
electronics-mobile-phones-7,Phone Case,Phone protective case in very good condition. Minor cosmetic wear but fully functional. Great value for money.,878.00,electronics,mobile-phones,Dubai,https://placehold.co/800x800/4F46E5/FFFFFF?text=Phone%20case,
electronics-mobile-phones-8,Phone Accessories,"Phone accessories. Like new condition, barely used. Full warranty remaining. All original packaging included.",2595.00,electronics,mobile-phones,Dubai,https://placehold.co/800x800/7C3AED/FFFFFF?text=Phone%20accessories,
electronics-mobile-phones-9,Phone Charger,"Phone charger in great condition. Fully functional, no issues. Tested and verified working.",871.00,electronics,mobile-phones,RAK,https://placehold.co/800x800/DC2626/FFFFFF?text=Phone%20charger,
electronics-mobile-phones-10,Phone Set,"Complete phone set. Like new condition, barely used. Full warranty remaining. All original packaging included.",2643.00,electronics,mobile-phones,Sharjah,https://placehold.co/800x800/EA580C/FFFFFF?text=Phone,
electronics-computers-1,Laptop,Laptop computer in very good condition. Minor cosmetic wear but fully functional. Great value for money.,1641.00,electronics,computers,Ajman,https://placehold.co/800x800/059669/FFFFFF?text=Laptop,
electronics-computers-2,Desktop Computer,Desktop PC in excellent working condition. All features tested and working perfectly. Includes original box and accessories.,3843.00,electronics,computers,Dubai,https://placehold.co/800x800/4F46E5/FFFFFF?text=Desktop%20computer,
electronics-computers-3,Tablet,"Tablet device. Like new condition, barely used. Full warranty remaining. All original packaging included.",1610.00,electronics,computers,Ajman,https://placehold.co/800x800/7C3AED/FFFFFF?text=Tablet,
electronics-computers-4,MacBook,"MacBook in great condition. Fully functional, no issues. Tested and verified working.",2824.00,electronics,computers,Dubai,https://placehold.co/800x800/DC2626/FFFFFF?text=Macbook,
electronics-computers-5,Gaming Laptop,Gaming laptop in very good condition. Minor cosmetic wear but fully functional. Great value for money.,3337.00,electronics,computers,Sharjah,https://placehold.co/800x800/EA580C/FFFFFF?text=Gaming%20laptop,
electronics-computers-6,Workstation,"Workstation computer. Like new condition, barely used. Full warranty remaining. All original packaging included.",3038.00,electronics,computers,RAK,https://placehold.co/800x800/059669/FFFFFF?text=Workstation,
electronics-computers-7,Chromebook,"Chromebook. Excellent condition, well-maintained. Includes charger, cables, and original documentation.",1684.00,electronics,computers,Abu Dhabi,https://placehold.co/800x800/4F46E5/FFFFFF?text=Chromebook,
electronics-computers-8,2-in-1 Laptop,"2-in-1 laptop in great condition. Fully functional, no issues. Tested and verified working.",1704.00,electronics,computers,Ajman,https://placehold.co/800x800/7C3AED/FFFFFF?text=2-in-1%20laptop,
electronics-computers-9,Computer Accessories,"Computer accessories in great condition. Fully functional, no issues. Tested and verified working.",3960.00,electronics,computers,RAK,https://placehold.co/800x800/DC2626/FFFFFF?text=Computer%20accessories,
electronics-computers-10,Computer Set,Complete computer set in very good condition. Minor cosmetic wear but fully functional. Great value for money.,1392.00,electronics,computers,Sharjah,https://placehold.co/800x800/EA580C/FFFFFF?text=Computer,
electronics-tv-video-1,Smart TV,"Smart TV. Like new condition, barely used. Full warranty remaining. All original packaging included.",832.00,electronics,tv-video,Sharjah,https://placehold.co/800x800/059669/FFFFFF?text=Smart,
electronics-tv-video-2,LED TV,"LED television in great condition. Fully functional, no issues. Tested and verified working.",4020.00,electronics,tv-video,Abu Dhabi,https://placehold.co/800x800/4F46E5/FFFFFF?text=Led,
electronics-tv-video-3,OLED TV,"OLED TV in great condition. Fully functional, no issues. Tested and verified working.",3247.00,electronics,tv-video,Dubai,https://placehold.co/800x800/7C3AED/FFFFFF?text=Oled,
electronics-tv-video-4,TV Stand,"TV stand. Excellent condition, well-maintained. Includes charger, cables, and original documentation.",2132.00,electronics,tv-video,Abu Dhabi,https://placehold.co/800x800/DC2626/FFFFFF?text=Stand,
electronics-tv-video-5,Soundbar,"Soundbar in great condition. Fully functional, no issues. Tested and verified working.",2613.00,electronics,tv-video,Sharjah,https://placehold.co/800x800/EA580C/FFFFFF?text=Soundbar,
electronics-tv-video-6,Home Theater,"Home theater system in great condition. Fully functional, no issues. Tested and verified working.",4000.00,electronics,tv-video,Sharjah,https://placehold.co/800x800/059669/FFFFFF?text=Home%20theater,
electronics-tv-video-7,TV Accessories,"TV accessories. Excellent condition, well-maintained. Includes charger, cables, and original documentation.",2022.00,electronics,tv-video,Dubai,https://placehold.co/800x800/4F46E5/FFFFFF?text=Accessories,
electronics-tv-video-8,Streaming Device,"Streaming device in great condition. Fully functional, no issues. Tested and verified working.",2377.00,electronics,tv-video,Ajman,https://placehold.co/800x800/7C3AED/FFFFFF?text=Streaming%20device,
electronics-tv-video-9,TV Mount,"TV wall mount. Excellent condition, well-maintained. Includes charger, cables, and original documentation.",3561.00,electronics,tv-video,Ajman,https://placehold.co/800x800/DC2626/FFFFFF?text=Mount,
electronics-tv-video-10,TV Set,Complete TV set in excellent working condition. All features tested and working perfectly. Includes original box and accessories.,4172.00,electronics,tv-video,Dubai,https://placehold.co/800x800/EA580C/FFFFFF?text=TV%20Set,
electronics-cameras-1,DSLR Camera,"DSLR camera. Like new condition, barely used. Full warranty remaining. All original packaging included.",2705.00,electronics,cameras,Ajman,https://placehold.co/800x800/059669/FFFFFF?text=Dslr%20camera,
electronics-cameras-2,Mirrorless Camera,"Mirrorless camera. Like new condition, barely used. Full warranty remaining. All original packaging included.",2707.00,electronics,cameras,Abu Dhabi,https://placehold.co/800x800/4F46E5/FFFFFF?text=Mirrorless%20camera,
electronics-cameras-3,Action Camera,"Action camera. Like new condition, barely used. Full warranty remaining. All original packaging included.",384.00,electronics,cameras,Sharjah,https://placehold.co/800x800/7C3AED/FFFFFF?text=Action%20camera,
electronics-cameras-4,Camera Lens,"Camera lens in great condition. Fully functional, no issues. Tested and verified working.",2009.00,electronics,cameras,Abu Dhabi,https://placehold.co/800x800/DC2626/FFFFFF?text=Camera%20lens,
electronics-cameras-5,Camera Bag,"Camera bag. Excellent condition, well-maintained. Includes charger, cables, and original documentation.",1122.00,electronics,cameras,Abu Dhabi,https://placehold.co/800x800/EA580C/FFFFFF?text=Camera%20bag,
electronics-cameras-6,Tripod,Camera tripod in very good condition. Minor cosmetic wear but fully functional. Great value for money.,2231.00,electronics,cameras,Abu Dhabi,https://placehold.co/800x800/059669/FFFFFF?text=Tripod,
electronics-cameras-7,Camera Accessories,Camera accessories in excellent working condition. All features tested and working perfectly. Includes original box and accessories.,1902.00,electronics,cameras,RAK,https://placehold.co/800x800/4F46E5/FFFFFF?text=Camera%20accessories,
electronics-cameras-8,Video Camera,Video camera in very good condition. Minor cosmetic wear but fully functional. Great value for money.,2569.00,electronics,cameras,Abu Dhabi,https://placehold.co/800x800/7C3AED/FFFFFF?text=Video%20camera,
electronics-cameras-9,Instant Camera,"Instant camera. Like new condition, barely used. Full warranty remaining. All original packaging included.",1117.00,electronics,cameras,Dubai,https://placehold.co/800x800/DC2626/FFFFFF?text=Instant%20camera,
electronics-cameras-10,Camera Set,"Complete camera set. Like new condition, barely used. Full warranty remaining. All original packaging included.",1923.00,electronics,cameras,Ajman,https://placehold.co/800x800/EA580C/FFFFFF?text=Camera,
electronics-gaming-1,Gaming Console,"Gaming console. Like new condition, barely used. Full warranty remaining. All original packaging included.",2236.00,electronics,gaming,RAK,https://placehold.co/800x800/059669/FFFFFF?text=Gaming%20console,
electronics-gaming-2,Gaming PC,"Gaming desktop PC. Like new condition, barely used. Full warranty remaining. All original packaging included.",1086.00,electronics,gaming,Sharjah,https://placehold.co/800x800/4F46E5/FFFFFF?text=Gaming,
electronics-gaming-3,Gaming Chair,"Gaming chair. Like new condition, barely used. Full warranty remaining. All original packaging included.",1625.00,electronics,gaming,Abu Dhabi,https://placehold.co/800x800/7C3AED/FFFFFF?text=Gaming%20chair,
electronics-gaming-4,Gaming Headset,"Gaming headset. Excellent condition, well-maintained. Includes charger, cables, and original documentation.",1287.00,electronics,gaming,Ajman,https://placehold.co/800x800/DC2626/FFFFFF?text=Gaming%20headset,
electronics-gaming-5,Gaming Mouse,Gaming mouse in excellent working condition. All features tested and working perfectly. Includes original box and accessories.,747.00,electronics,gaming,Dubai,https://placehold.co/800x800/EA580C/FFFFFF?text=Gaming%20mouse,
electronics-gaming-6,Gaming Keyboard,"Gaming keyboard in great condition. Fully functional, no issues. Tested and verified working.",2003.00,electronics,gaming,Sharjah,https://placehold.co/800x800/059669/FFFFFF?text=Gaming%20keyboard,
electronics-gaming-7,Gaming Monitor,"Gaming monitor. Excellent condition, well-maintained. Includes charger, cables, and original documentation.",1672.00,electronics,gaming,RAK,https://placehold.co/800x800/4F46E5/FFFFFF?text=Gaming%20monitor,
electronics-gaming-8,Gaming Accessories,"Gaming accessories in great condition. Fully functional, no issues. Tested and verified working.",797.00,electronics,gaming,RAK,https://placehold.co/800x800/7C3AED/FFFFFF?text=Gaming%20accessories,
electronics-gaming-9,Gaming Set,"Complete gaming set. Like new condition, barely used. Full warranty remaining. All original packaging included.",1283.00,electronics,gaming,RAK,https://placehold.co/800x800/DC2626/FFFFFF?text=Gaming,
electronics-gaming-10,Gaming Gear,Gaming gear in very good condition. Minor cosmetic wear but fully functional. Great value for money.,2044.00,electronics,gaming,Ajman,https://placehold.co/800x800/EA580C/FFFFFF?text=Gaming%20gear,
electronics-audio-1,Headphones,Wireless headphones in very good condition. Minor cosmetic wear but fully functional. Great value for money.,1157.00,electronics,audio,Abu Dhabi,https://placehold.co/800x800/059669/FFFFFF?text=Headphones,
electronics-audio-2,Speakers,"Bluetooth speakers in great condition. Fully functional, no issues. Tested and verified working.",499.00,electronics,audio,Ajman,https://placehold.co/800x800/4F46E5/FFFFFF?text=Speakers,
electronics-audio-3,Soundbar,"Soundbar. Excellent condition, well-maintained. Includes charger, cables, and original documentation.",344.00,electronics,audio,Abu Dhabi,https://placehold.co/800x800/7C3AED/FFFFFF?text=Soundbar,
electronics-audio-4,Earbuds,"Wireless earbuds in great condition. Fully functional, no issues. Tested and verified working.",1328.00,electronics,audio,Abu Dhabi,https://placehold.co/800x800/DC2626/FFFFFF?text=Earbuds,
electronics-audio-5,Audio System,"Audio system in great condition. Fully functional, no issues. Tested and verified working.",1366.00,electronics,audio,RAK,https://placehold.co/800x800/EA580C/FFFFFF?text=Audio%20system,
electronics-audio-6,Microphone,Microphone in excellent working condition. All features tested and working perfectly. Includes original box and accessories.,387.00,electronics,audio,Sharjah,https://placehold.co/800x800/059669/FFFFFF?text=Microphone,
electronics-audio-7,Audio Mixer,"Audio mixer. Excellent condition, well-maintained. Includes charger, cables, and original documentation.",452.00,electronics,audio,Ajman,https://placehold.co/800x800/4F46E5/FFFFFF?text=Audio%20mixer,
electronics-audio-8,Amplifier,"Amplifier. Like new condition, barely used. Full warranty remaining. All original packaging included.",1428.00,electronics,audio,Sharjah,https://placehold.co/800x800/7C3AED/FFFFFF?text=Amplifier,
electronics-audio-9,Audio Accessories,Audio accessories in excellent working condition. All features tested and working perfectly. Includes original box and accessories.,265.00,electronics,audio,Ajman,https://placehold.co/800x800/DC2626/FFFFFF?text=Audio%20accessories,
electronics-audio-10,Audio Set,Complete audio set in excellent working condition. All features tested and working perfectly. Includes original box and accessories.,650.00,electronics,audio,Abu Dhabi,https://placehold.co/800x800/EA580C/FFFFFF?text=Audio,
home-garden-home-decor-1,Wall Art,"Wall art piece in excellent condition. Well-maintained, no damage or stains. Ready for immediate use.",308.00,home-garden,home-decor,Ajman,https://placehold.co/800x800/059669/FFFFFF?text=Wall%20art,
home-garden-home-decor-2,Decorative Pillows,"Decorative throw pillows in great condition. Clean, well-cared for. No pets, no smoking household.",274.00,home-garden,home-decor,RAK,https://placehold.co/800x800/4F46E5/FFFFFF?text=Decorative%20pillows,
home-garden-home-decor-3,Curtains,"Window curtains in great condition. Clean, well-cared for. No pets, no smoking household.",249.00,home-garden,home-decor,Abu Dhabi,https://placehold.co/800x800/7C3AED/FFFFFF?text=Curtains,
home-garden-home-decor-4,Rug,"Area rug in excellent condition. Well-maintained, no damage or stains. Ready for immediate use.",127.00,home-garden,home-decor,RAK,https://placehold.co/800x800/DC2626/FFFFFF?text=Rug,
home-garden-home-decor-5,Lamp,Table lamp in very good condition. Minor wear consistent with normal use. Fully functional.,359.00,home-garden,home-decor,Ajman,https://placehold.co/800x800/EA580C/FFFFFF?text=Lamp,
home-garden-home-decor-6,Vase,"Decorative vase. High-quality materials, sturdy construction. Perfect condition, barely used.",63.00,home-garden,home-decor,RAK,https://placehold.co/800x800/059669/FFFFFF?text=Vase,
home-garden-home-decor-7,Mirror,"Wall mirror. High-quality materials, sturdy construction. Perfect condition, barely used.",304.00,home-garden,home-decor,Abu Dhabi,https://placehold.co/800x800/4F46E5/FFFFFF?text=Mirror,
home-garden-home-decor-8,Clock,"Wall clock in great condition. Clean, well-cared for. No pets, no smoking household.",265.00,home-garden,home-decor,Sharjah,https://placehold.co/800x800/7C3AED/FFFFFF?text=Clock,
home-garden-home-decor-9,Candles,"Scented candles in excellent condition. Well-maintained, no damage or stains. Ready for immediate use.",338.00,home-garden,home-decor,Dubai,https://placehold.co/800x800/DC2626/FFFFFF?text=Candles,
home-garden-home-decor-10,Home Decor Set,"Home decor set. Excellent quality, like new. Includes all original parts and accessories.",112.00,home-garden,home-decor,Sharjah,https://placehold.co/800x800/EA580C/FFFFFF?text=Home%20decor,
home-garden-kitchen-dining-1,Kitchen Set,"Complete kitchen set in great condition. Clean, well-cared for. No pets, no smoking household.",281.00,home-garden,kitchen-dining,RAK,https://placehold.co/800x800/059669/FFFFFF?text=Kitchen,
home-garden-kitchen-dining-2,Dining Set,"Dining set. High-quality materials, sturdy construction. Perfect condition, barely used.",431.00,home-garden,kitchen-dining,Dubai,https://placehold.co/800x800/4F46E5/FFFFFF?text=Dining,
home-garden-kitchen-dining-3,Cookware,"Cookware set in excellent condition. Well-maintained, no damage or stains. Ready for immediate use.",634.00,home-garden,kitchen-dining,RAK,https://placehold.co/800x800/7C3AED/FFFFFF?text=Cookware,
home-garden-kitchen-dining-4,Cutlery,"Cutlery set. Excellent quality, like new. Includes all original parts and accessories.",299.00,home-garden,kitchen-dining,Dubai,https://placehold.co/800x800/DC2626/FFFFFF?text=Cutlery,
home-garden-kitchen-dining-5,Kitchen Appliances,"Kitchen appliances in great condition. Clean, well-cared for. No pets, no smoking household.",525.00,home-garden,kitchen-dining,Sharjah,https://placehold.co/800x800/EA580C/FFFFFF?text=Kitchen%20appliances,
home-garden-kitchen-dining-6,Dinnerware,"Dinnerware set in great condition. Clean, well-cared for. No pets, no smoking household.",419.00,home-garden,kitchen-dining,Sharjah,https://placehold.co/800x800/059669/FFFFFF?text=Dinnerware,
home-garden-kitchen-dining-7,Kitchen Storage,Kitchen storage in very good condition. Minor wear consistent with normal use. Fully functional.,404.00,home-garden,kitchen-dining,Ajman,https://placehold.co/800x800/4F46E5/FFFFFF?text=Kitchen%20storage,
home-garden-kitchen-dining-8,Kitchen Tools,"Kitchen tools in great condition. Clean, well-cared for. No pets, no smoking household.",443.00,home-garden,kitchen-dining,RAK,https://placehold.co/800x800/7C3AED/FFFFFF?text=Kitchen%20tools,
home-garden-kitchen-dining-9,Kitchen Accessories,"Kitchen accessories. Excellent quality, like new. Includes all original parts and accessories.",684.00,home-garden,kitchen-dining,RAK,https://placehold.co/800x800/DC2626/FFFFFF?text=Kitchen%20accessories,
home-garden-kitchen-dining-10,Kitchen Equipment,Kitchen equipment in very good condition. Minor wear consistent with normal use. Fully functional.,98.00,home-garden,kitchen-dining,Ajman,https://placehold.co/800x800/EA580C/FFFFFF?text=Kitchen%20equipment,
home-garden-bedding-bath-1,Bedding Set,"Complete bedding set. Excellent quality, like new. Includes all original parts and accessories.",99.00,home-garden,bedding-bath,Dubai,https://placehold.co/800x800/059669/FFFFFF?text=Bedding,
